Status,Type,Station name,Station address,LGA,Suburbs,Postcode,Latitude,Longitude,Opening hours,Operator,Number of station,Number of plugs,Charger_capacities,Tesla,Type 2,J-1772,Geopoint,ObjId,EV Station ID,Google maps drive to
Existing,Destination charger,Ben van der Wijngaart charger,11 Tallean Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bells at Killcare Boutique Hotel charger,107 The Scenic Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hills Flower Market charger,287 Mona Vale Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Blacktown Animal Relocation Centre (BARC) charger,4 Rayben St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Crowne Plaza Terrigal charger,Pine Tree Lane Terrigal,,,,,,,,,,,,,,,,,
Existing,Destination charger,PEMBROKE - Energy Trade charger,48 Pembroke St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Kellyville Grove Shopping Centre charger,2 Hector Ct Kellyville NSW 2155,,,,,,,,,,,,,,,,,
Existing,Destination charger,Boondah Depot Northern Beaches Council charger,1 Boondah Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Blackmore charger,20 jubilee ave warriewood,NORTHERN BEACHES,Mona Vale,2103,-33.67702846,151.2904673,Monday to Friday Just you can use with you own cable type 2,,1,2,kW,0,2,0,-33.67702846,,,
Existing,Destination charger,Fairmont Resort Blue Mountains by MGallery (1) charger,1 Sublime Point Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,SG Fleet Pymble - Tenants only charger,20 Bridge Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Industrie Clothing charger,343 Milperra Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Ed Square Town Centre charger,52 Soldiers Parade,,,,,,,,,,,,,,,,,
Existing,Destination charger,Parramatta Hyundai charger,319 Church St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Victoria St Carpark charger,15 Victoria St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Canterbury Bankstown Council - Campsie Admin Centre charger,21 Shakespeare St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Pullman Sydney Hyde Park charger,36 College St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Acacia Gardens charger,71 Jones St,,,,,,,,,,,,,,,,,
Existing,Destination charger,142 Glenayr Ave Parking charger,142 Glenayr Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,Arc Renewable Group Wolli Creek charger,1 Arncliffe St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Elm Cottage Tumut charger,722 Little River Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Shaw Wines charger,34 Isabel Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Micro Energy Systems Australia charger,147 Princes Hwy Bodalla NSW 2545,EUROBODALLA,Bodalla,2545,-36.095952,150.051928,By Appointment,ChargePoint,1,1,kW,0,1,0,-36.095952,,,
Existing,Destination charger,Euston Bowling & Recreation Club charger,2/28 Nixon St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Meninya Palms Moama charger,54-56 Meninya Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Centrepoint Motel Deniliquin charger,399 Cressy Street,,,,,,,,,,,,,,,,,
Existing,Fast charger,bp Mosman charger,42 Avenue Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,BP Caringbah charger,Captain Cook Dr and,,,,,,,,,,,,,,,,,
Existing,Fast charger,Wagga Wagga Cross St Car Park charger,8/24 Cross St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Evans St Parking charger,Car park,,,,,,,,,,,,,,,,,
Existing,Fast charger,Dubbo Supercharger charger,76 Wingewarra Street,,,,,,,,,,,,,,,,,
Existing,Fast charger,Sovereign Place Town Centre (2) charger,15 Chancellors Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Byron at Byron Resort and Spa charger,77-97 Broken Head Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Byron Stay charger,67 Shirley St,,,,,,,,,,,,,,,,,
Existing,Destination charger,GreyBox Holiday House AirBnB charger,10 Mitchell St South West Rocks,KEMPSEY,South West Rocks,2431,-30.8886651,153.0429315,,,1,1,kW,0,1,0,-30.8886651,,,
Existing,Destination charger,Ridges Armidale charger,31 Marsh stree Armidale NSW,ARMIDALE REGIONAL,Armidale,2350,-30.50606686,151.6720693,Open 24/7,,1,1,kW,0,1,0,-30.50606686,,,
Existing,Destination charger,Highland Heritage Estate charger,4968 Mitchell Hwy,,,,,,,,,,,,,,,,,
Existing,Destination charger,CSIRO - Testing Center charger,10 Murray Dwyer Cct,,,,,,,,,,,,,,,,,
Existing,Destination charger,Silverdown Luxury Accomodation charger,53 Silverdown Way,,,,,,,,,,,,,,,,,
Existing,Destination charger,Murray Consulting Solutions charger,6 Muir St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Borrodell Vineyard Accommodation charger,298 Lake Canobolas Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Amarna Luxury Beach Resort charger,16 Christmas Bush Avenue,,,,,,,,,,,,,,,,,
Existing,Destination charger,Stockland Glendale - Beyond Bank charger,387 Lake Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Worthington BMW charger,1 Kangoo Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Terrigal Hotel charger,176 Terrigal Drive Terrigal,,,,,,,,,,,,,,,,,
Existing,Destination charger,Ettalong Beach - ARG charger,237-245 Ocean View Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,9 Anzac Ave Parking charger,9 Anzac Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,Megalong Valley Tea Room charger,824 Megalong Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Jonas Bradley Oval charger,158 The Ponds Blvd,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Mix Chatswood Car Park charger,46 Hercules Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bella Vista Hotel charger,13-15 Lexington Drive,,,,,,,,,,,,,,,,,
Existing,Destination charger,Westfield Warringah Mall charger,Cnr Condamine St & Old Pittwater Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Carrington Hotel Katoomba charger,15-47 Katoomba Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Atura Blacktown charger,32 Cricketers Arms Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Parramatta Nissan charger,Church St & Raymond Street Granville NSW 2142 Australia,CUMBERLAND,Granville,2142,-33.824932,151.00499,,ChargePoint,1,1,kW,0,0,1,-33.824932,,,
Existing,Destination charger,Heritage Inn Bathurst charger,102 Stewart St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Camden Council - Narellan Library Car Park charger,Corner Queen & Elyard St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Macarthur Square Shopping Centre charger,200 Gilchrist Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Mortlake Slipway charger,35 Hilly St,,,,,,,,,,,,,,,,,
Existing,Destination charger,UNSW - School of Photovoltaic and Renewable Energy Engineering charger,UNSW Mall Entrance,,,,,,,,,,,,,,,,,
Existing,Destination charger,EVSE Australia charger,14 Millennium Ct,,,,,,,,,,,,,,,,,
Existing,Destination charger,O'Donnell St. North Bondi Apartments charger,37-39 O'Donnell St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Messina Ice Cream Marrickville charger,1 Rich St,,,,,,,,,,,,,,,,,
Existing,Destination charger,7 Laguna Street Parking charger,7 Laguna St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Rail Operations Centre (ROC) charger,Mandible St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Goulburn Street Car Park charger,Corner of Goulburn and Elizabeth Streets,,,,,,,,,,,,,,,,,
Existing,Destination charger,Crowne Plaza Darling Harbour charger,58 Bathurst St,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Greens charger,86 Centenary Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sheraton Grand Sydney Hyde Park (2) charger,161 Elizabeth St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Broadway Shopping Centre (1) charger,1 Bay St,,,,,,,,,,,,,,,,,
Existing,Destination charger,CUPRA Garage Artarmon charger,389 Pacific Hwy,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sydney Ski Club charger,Riverside Cabins,,,,,,,,,,,,,,,,,
Existing,Fast charger,NRMA - Gundagai charger,31 Annie Pyers Drive,,,,,,,,,,,,,,,,,
Existing,Fast charger,Ampol Foodary Brownsville charger,342 Kanahooka Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,BP Ballina Travel Centre charger,AUS AU,,,,,,,,,,,,,,,,,
Existing,Fast charger,Ikea Tempe charger,634-726 Princes Hwy,,,,,,,,,,,,,,,,,
Existing,Fast charger,Wollongong Central - Regent St Entrance charger,Regent St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Raglan St West Car Park charger,188 Raglan St,,,,,,,,,,,,,,,,,
Existing,Fast charger,HomeCo Highlands charger,205 Old Hume Hwy,,,,,,,,,,,,,,,,,
Existing,Fast charger,Sydney Motorsport Park (1) charger,Sydney Motorsport Park,,,,,,,,,,,,,,,,,
Existing,Fast charger,Wallsend Car Park charger,76 Cowper St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Spencer St & Regatta Rd Parking charger,2A Regatta Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Centennial Plaza charger,97 Commissioner St,,,,,,,,,,,,,,,,,
Existing,Destination charger,North Star Holiday Resort charger,1 Tweed Coast Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Childe St Kerbside charger charger,25 Childe St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Suranadi Beach Houses charger,3 Cavvanbah Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Kingscliff Shopping Centre charger,22 Pearl St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Stone & Wood Brewery Byron Bay charger,100 Centennial Cct,,,,,,,,,,,,,,,,,
Existing,Destination charger,Grandview Villa charger,Unit 1/15 Sutherland St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Cousins Motor Inn charger,9-11 Glen Innes Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Emirates One&Only Wolgan Valley charger,2600 Wolgan Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Wallsend District Hospital charger,Nash St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Battery world dubbo charger,Princess hwy Dubbo,DUBBO REGIONAL,Dubbo,2830,-32.24508307,148.5897847,9-3 pm,Zero,1,1,kW,0,1,0,-32.24508307,,,
Existing,Destination charger,Central Jetty Motel charger,509 - 517 The Entrance Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Seabreeze Hotel charger,2 Stockton Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Seven Hills Railway Station Carpark charger,Boomerang Place,,,,,,,,,,,,,,,,,
Existing,Destination charger,Astina Serviced Apartments charger,21 Woodriff St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Teachers Mutual Bank Rooty Hill charger,5 Beames Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,Fairmont Resort Blue Mountains by MGallery (2) charger,1 Sublime Point Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Lionel Watts Reserve charger,Lionel Watts Reserve,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sydney Hybrid & Electric Cars charger,21 Ormsby Pl,,,,,,,,,,,,,,,,,
Existing,Destination charger,Tesla Parramatta Showroom charger,55 Church Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Westfield Parramatta Campbell St Carpark charger,15-19 Aird St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Westfield Miranda charger,600 Kingsway,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bow Charging - Brighton-Le-Sands charger,25A Rowley St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Greenwood Plaza charger,36 Blue St,,,,,,,,,,,,,,,,,
"Sunday: 7.00am - 12midnight Public Holidays: 10:00am - 12:00am""",Chargefox,2,4,22 kW,0,4,0,-33.840843,,,,,,,,,,,,
Existing,Destination charger,34 Morley Ave Parking charger,34 Morley Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,Flick Homebush West charger,145 Arthur St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Four Points by Sheraton Sydney,,,,,,,,,,,,,,,,,,
Existing,Destination charger,Disney Studios Australia charger,40B Driver Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,TARA Lane Cove charger,640 Mowbray Rd W,,,,,,,,,,,,,,,,,
Existing,Destination charger,94 Princes Hwy - Ticketless Parking charger,94 Princes Hwy,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bella K charger,4/178 Manning St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Braidwood Royal Mail Hotel charger,145/147 Wallace St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Batemans Bay Soldiers Club charger,2 Beach Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Valet Park and Fly Wagga Airport charger,Don Kendall Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Consoft Automation charger,3/314 Kiewa St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Volt Lane Car Park charger,Lot 102,,,,,,,,,,,,,,,,,
Existing,Fast charger,Ampol Foodary Pheasants Nest Northbound charger,Lots 1 & 2 Hume Hwy,,,,,,,,,,,,,,,,,
Existing,Fast charger,BP Tumbi Umbi charger,Cnr Mingara Dr & Wyong Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,BP Wiley Park charger,24-42 King Georges Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Sutton Forest West charger,13125 Hume Hwy,,,,,,,,,,,,,,,,,
Existing,Fast charger,Lawson Car Park charger,4-6 New St,,,,,,,,,,,,,,,,,
Existing,Fast charger,HomeCo Belrose charger,4-6 Niangala Close,,,,,,,,,,,,,,,,,
Existing,Fast charger,Ampol Woolworths MetroGo Seven Hills charger,38 Abbott Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Eastgate Bondi Junction charger,71/91 Spring St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Wilcannia Hospital charger,1 - 7 Ross St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Balranald Discovery Centre charger,85 Market St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Lake Macquarie Visitor Information Centre charger,228 Pacific Hwy,,,,,,,,,,,,,,,,,
Existing,Fast charger,Bunnings Caringbah charger,Koonya Cct,,,,,,,,,,,,,,,,,
Existing,Fast charger,Goulburn Visitor Information Centre charger,201 Sloane St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Rainbow Power Company charger,1 Alternative Way,,,,,,,,,,,,,,,,,
Existing,Destination charger,Beach Suites Byron Bay charger,20 Bay St,,,,,,,,,,,,,,,,,
Existing,Destination charger,National Transport Museum Inverell charger,11–107 Rifle Range Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Southern Cross University Coffs Harbour Campus charger,Doug Knight drive,COFFS HARBOUR,Coffs Harbour,2450,-30.325628,153.102803,Open 24/7,,1,1,kW,0,1,0,-30.325628,,,
Existing,Destination charger,Mid Pacific Motel charger,71 Clarence St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Kew Motel charger,144 Nancy Bird Walton Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Wellington Library charger,Corner Percy &,,,,,,,,,,,,,,,,,
Existing,Destination charger,Lawson Hill Estate charger,574 Henry Lawson Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,96 Ocean St Parking charger,96 Ocean St,,,,,,,,,,,,,,,,,
Existing,Destination charger,East Maitland Bowling Club charger,Banks St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Fingal Farm charger,62 Boolambayte Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Shearing Shed Motor Inn charger,31 Cobra St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Aldi Cardiff charger,49 Harrison St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Wallsend Village charger,80 Cowper Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Nash Street charger,Nash Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Maitland City Motel charger,258-264 New England Hwy,,,,,,,,,,,,,,,,,
Existing,Destination charger,John Hunter Hospital - 2 Lookout Rd (1) charger,2 Lookout Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bourke Riverside Motel charger,42442 Mitchell,,,,,,,,,,,,,,,,,
Existing,Destination charger,Eastwood Hotel charger,115 Rowe Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Pittwater RSL Club charger,80-82 Mona Vale Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Lindfield Village Green Underground Car Park charger,Lindfield Village Green,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hobbs Springwood charger,21 Ferguson Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sydney Business Park charger,15 Hollinsworth Road Marsden Park,BLACKTOWN,Marsden Park,2765,-33.71904637,150.8390215,Open 24/7,CasaCharge,2,2,kW,0,2,0,-33.71904637,,,
Existing,Destination charger,Anderson St Parking charger,370 Anderson St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Camden Council - Oxley Street Car Park charger,40 - 46 Oxley St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Club Central Menai charger,44-60 Allison Cres,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sydney Motorsport Park charger,1 Ferrers Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Cabramatta Hotel charger,224 Railway Parade,,,,,,,,,,,,,,,,,
Existing,Destination charger,Watson’s Bay Boutique Hotel charger,1 Military Road Watsons Bay NSW 2030,,,,,,,,,,,,,,,,,
Existing,Destination charger,Goodman Southend Lane charger,63 Campbell Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Coogee Oval - Brook St charger,97R Brook Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,2 Headland Ave Parking charger,2 Headland Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,Asteri Maison Paddington charger,6 Cecil St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Novotel Sydney on Darling Harbour charger,100 Murray Street  Darling Harbour 2000 Sydney,UNINCORPORATED,Sydney,2000,-33.87168662,151.1980487,Open 24/7,,4,4,kW,0,4,0,-33.87168662,,,
Existing,Destination charger,Sienna By The Bay - Mary Street charger,6 Mary St,,,,,,,,,,,,,,,,,
Existing,Destination charger,25 Ashburner St Parking charger,25 Ashburner St,,,,,,,,,,,,,,,,,
Existing,Destination charger,PARQ on Flinders charger,67 Flinders St,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Fitzroy Inn charger,1 Ferguson Cres,,,,,,,,,,,,,,,,,
Existing,Destination charger,Parson St Airbnb charger,33 Parson St,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Carrington Inn charger,59 Ellendon St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Motel Molly - Laid back luxury charger,2 Shepherd St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Riverglade Caravan Park charger,2 Fitzroy st tumut NSW 2720,SNOWY VALLEYS,Tumut,2720,-35.29494312,148.2209127,Open 24/7,Elanga,4,4,kW,0,4,0,-35.29494312,,,
Existing,Destination charger,The Coast Resort Merimbula - Unit 2 charger,13 Fishpen Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sapphire Valley Caravan Park charger,29 Sapphire Coast Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sapphire Drive Charger charger,29 Sapphire Coast Drive,BEGA VALLEY,Merimbula,2548,-36.88452543,149.9045658,,EVUp,2,2,kW,0,2,0,-36.88452543,,,
Existing,Fast charger,Soldiers Point Marina charger,Sunset Boulevard,,,,,,,,,,,,,,,,,
Existing,Fast charger,Ampol Foodary Wollongong North charger,9 Flinders St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Ampol Foodary Alexandria charger,133 Wyndham St Cnr Mcevoy St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Mosman Civic charger,6 Myahgah Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,HomeCo. Prestons charger,1985 Camden Valley Way,,,,,,,,,,,,,,,,,
Existing,Fast charger,Dee Why Marketplace (2) charger,Shop 4/27-33 Oaks Ave,,,,,,,,,,,,,,,,,
Existing,Fast charger,Skillman's Lane Car Park charger,Skillman's Lane,,,,,,,,,,,,,,,,,
Existing,Fast charger,Park Ave Parking charger,30 Park Ave,,,,,,,,,,,,,,,,,
Existing,Fast charger,Little Barber St Parking Lot charger,73 Little Barber St,,,,,,,,,,,,,,,,,
Existing,Fast charger,1 Gregory Hills Drive Parking charger,Cnr Gregory Hills Dr & Holborn Cct,,,,,,,,,,,,,,,,,
Existing,Fast charger,12C Oatley Parade Parking charger,12C Oatley Parade,,,,,,,,,,,,,,,,,
Existing,Fast charger,Berowra Station charger,9/993 Pacific Hwy,,,,,,,,,,,,,,,,,
Existing,Fast charger,Figtree Grove Shopping Centre charger,Figtree Grove Shopping Centre,,,,,,,,,,,,,,,,,
Existing,Fast charger,Country Comfort Motto Farm Motel - Newcastle Airport charger,2285 Pacific Hwy,,,,,,,,,,,,,,,,,
Existing,Destination charger,Southern Cross University Lismore Campus charger,Military Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Ballina Beach Resort charger,1 Foster St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Slim Dusty Museum charger,490 Macleay Valley Way,,,,,,,,,,,,,,,,,
Existing,Destination charger,City Centre Motel (public access) charger,146 Dangar St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Skimstone Wines charger,1307 Castlereagh Highway Apple Tree Flat,MID-WESTERN REGIONAL,Apple Tree Flat,2850,-32.67979276,149.7022002,10am - 4pm,,1,1,kW,0,1,0,-32.67979276,,,
Existing,Destination charger,Campbell Lifestyle Estate charger,64 Ferguson St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Thistledo Vineyard charger,558 Wollombi Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Longhouse Pokolbin charger,385 Palmers Ln,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hunter Wetlands Centre charger,412 Sandgate Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Country Mile Motor Inn charger,14 Cross St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Rydges Newcastle charger,Wharf Rd & Merewether St,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Entrance Leagues Club charger,3 Bay Village Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Allogio Thornton charger,21 Poynton Pl,,,,,,,,,,,,,,,,,
Existing,Destination charger,Narara Ecovillage charger,30 Gugandi Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Central Coast Hybrid + EV charger,4/143 Erina St,,,,,,,,,,,,,,,,,
Existing,Destination charger,WildLife Lodge Katoomba charger,6 Martin St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Macquarie University - East 4 Car Park charger,3 Technology Place,,,,,,,,,,,,,,,,,
Existing,Destination charger,Springwood Sports Club charger,83 MMacquarie Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Subaru Inchcape charger,2-4 Burbank Pl,,,,,,,,,,,,,,,,,
Existing,Destination charger,Campbelltown City Council charger,Campbelltown NSW 2560,,,,,,,,,,,,,,,,,
Existing,Destination charger,Stockland Merrylands charger,1 Pitt St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Porsche Centre Sydney South charger,470 Gardeners Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Canterbury Bankstown Council - Leslie St-Ron Pate Centre charger,37 Leslie St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bellevue Hill – Birriga Rd Parking charger,25 Birriga Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,3 Brown St Parking charger,3 Brown Street Newtown,,,,,,,,,,,,,,,,,
Existing,Destination charger,23 Roma Ave Parking charger,23 Roma Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,Strathfield Square Parking charger,5 Churchill Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,Rhodes Apartment charger,19 Shoreline Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bondi Beach - Front Car Park charger,2 Queen Elizabeth Drive,,,,,,,,,,,,,,,,,
Existing,Destination charger,19 Yurong St Parking charger,3-19 Yurong St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Meriton Suites Bondi Junction charger,95-97 Grafton Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,AMP Connect Corporate Centre charger,Building 3,,,,,,,,,,,,,,,,,
Existing,Destination charger,Rhodes Central charger,G16/14 Walker St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Intellihub - 11 Little S charger,15 Little St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Berida Hotel charger,6 David St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Top Shops Kiama charger,162 Manning St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Wirin Wirra charger,72Hill Street Tomerong,SHOALHAVEN,Tomerong,2540,-35.05843246,150.6180405,9am till 4pm,,1,1,kW,0,1,0,-35.05843246,,,
Existing,Destination charger,Airlie House,,,,,,,,,,,,,,,,,,
Existing,Destination charger,Batemans Bay Soldiers Club charger,4-6 Beach Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bidgee Motor Inn Hay 74 Lachlan Street Hay NSW 2711 charger,74 Lachlan Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Redgrave Park charger,Methul St S,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Federal Hotel charger,28 Bombala Street,,,,,,,,,,,,,,,,,
Existing,Fast charger,Ampol Foodary Gosford West (Eastbound) charger,71 Central Coast Highway,,,,,,,,,,,,,,,,,
Existing,Fast charger,Ampol Foodary Pheasants Nest Southbound charger,South Bound,,,,,,,,,,,,,,,,,
Existing,Fast charger,Northbridge Plaza charger,9 Eastern Valley Way (or 16 Harden Avenue) Northbridge NSW,WILLOUGHBY,Northbridge,2063,-33.809326,151.208848,Open 24/7,Evie Networks,2,4,50 kW,2,2,0,-33.809326,,,
Existing,Fast charger,Lagoon St Carpark charger,9 Lagoon St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Macquarie Centre charger,55 Talavera Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Commercial Club Albury charger,576 Stanley St,,,,,,,,,,,,,,,,,
